Comunidad y ciudad autónoma de defunción;Covid-19;Sexo;Edad;Total
Castilla y León;Otras causas;Total;De 75 a 79 años;2.514
Castilla y León;Otras causas;Total;De 80 a 84 años;3.860
Castilla y León;Otras causas;Total;De 85 a 89 años;6.495
Castilla y León;Otras causas;Total;De 90 a 94 años;6.082
Castilla y León;Otras causas;Total;95 y más años;3.562
Castilla y León;Otras causas;Hombres;Total;14.485
Castilla y León;Otras causas;Hombres;De 0 a 49 años;418
Castilla y León;Otras causas;Hombres;De 50 a 54 años;347
Castilla y León;Otras causas;Hombres;De 55 a 59 años;555
Castilla y León;Otras causas;Hombres;De 60 a 64 años;742
Castilla y León;Otras causas;Hombres;De 65 a 69 años;1.014
Castilla y León;Otras causas;Hombres;De 70 a 74 años;1.249
Castilla y León;Otras causas;Hombres;De 75 a 79 años;1.591
Castilla y León;Otras causas;Hombres;De 80 a 84 años;2.144
Castilla y León;Otras causas;Hombres;De 85 a 89 años;3.094
Castilla y León;Otras causas;Hombres;De 90 a 94 años;2.316
Castilla y León;Otras causas;Hombres;95 y más años;1.015
Castilla y León;Otras causas;Mujeres;Total;14.325
Castilla y León;Otras causas;Mujeres;De 0 a 49 años;238
Castilla y León;Otras causas;Mujeres;De 50 a 54 años;163
Castilla y León;Otras causas;Mujeres;De 55 a 59 años;226
Castilla y León;Otras causas;Mujeres;De 60 a 64 años;352
Castilla y León;Otras causas;Mujeres;De 65 a 69 años;394
Castilla y León;Otras causas;Mujeres;De 70 a 74 años;599
Castilla y León;Otras causas;Mujeres;De 75 a 79 años;923
Castilla y León;Otras causas;Mujeres;De 80 a 84 años;1.716
Castilla y León;Otras causas;Mujeres;De 85 a 89 años;3.401
Castilla y León;Otras causas;Mujeres;De 90 a 94 años;3.766
Castilla y León;Otras causas;Mujeres;95 y más años;2.547
Castilla-La Mancha;Total;Total;Total;26.240
Castilla-La Mancha;Total;Total;De 0 a 49 años;675
Castilla-La Mancha;Total;Total;De 50 a 54 años;468
Castilla-La Mancha;Total;Total;De 55 a 59 años;668
Castilla-La Mancha;Total;Total;De 60 a 64 años;977
Castilla-La Mancha;Total;Total;De 65 a 69 años;1.258
Castilla-La Mancha;Total;Total;De 70 a 74 años;1.774
Castilla-La Mancha;Total;Total;De 75 a 79 años;2.516
Castilla-La Mancha;Total;Total;De 80 a 84 años;4.064
Castilla-La Mancha;Total;Total;De 85 a 89 años;6.153
Castilla-La Mancha;Total;Total;De 90 a 94 años;5.332
Castilla-La Mancha;Total;Total;95 y más años;2.355
Castilla-La Mancha;Total;Hombres;Total;13.446
Castilla-La Mancha;Total;Hombres;De 0 a 49 años;450
Castilla-La Mancha;Total;Hombres;De 50 a 54 años;331
Castilla-La Mancha;Total;Hombres;De 55 a 59 años;461
Castilla-La Mancha;Total;Hombres;De 60 a 64 años;677
Castilla-La Mancha;Total;Hombres;De 65 a 69 años;873
Castilla-La Mancha;Total;Hombres;De 70 a 74 años;1.175
Castilla-La Mancha;Total;Hombres;De 75 a 79 años;1.555
Castilla-La Mancha;Total;Hombres;De 80 a 84 años;2.131
Castilla-La Mancha;Total;Hombres;De 85 a 89 años;2.890
Castilla-La Mancha;Total;Hombres;De 90 a 94 años;2.131
Castilla-La Mancha;Total;Hombres;95 y más años;772
Castilla-La Mancha;Total;Mujeres;Total;12.794
Castilla-La Mancha;Total;Mujeres;De 0 a 49 años;225
Castilla-La Mancha;Total;Mujeres;De 50 a 54 años;137
Castilla-La Mancha;Total;Mujeres;De 55 a 59 años;207
Castilla-La Mancha;Total;Mujeres;De 60 a 64 años;300
Castilla-La Mancha;Total;Mujeres;De 65 a 69 años;385
Castilla-La Mancha;Total;Mujeres;De 70 a 74 años;599
Castilla-La Mancha;Total;Mujeres;De 75 a 79 años;961
Castilla-La Mancha;Total;Mujeres;De 80 a 84 años;1.933
Castilla-La Mancha;Total;Mujeres;De 85 a 89 años;3.263
Castilla-La Mancha;Total;Mujeres;De 90 a 94 años;3.201
Castilla-La Mancha;Total;Mujeres;95 y más años;1.583
Castilla-La Mancha;Covid-19 Virus identificado;Total;Total;4.817
Castilla-La Mancha;Covid-19 Virus identificado;Total;De 0 a 49 años;60
Castilla-La Mancha;Covid-19 Virus identificado;Total;De 50 a 54 años;55
Castilla-La Mancha;Covid-19 Virus identificado;Total;De 55 a 59 años;83
Castilla-La Mancha;Covid-19 Virus identificado;Total;De 60 a 64 años;182
Castilla-La Mancha;Covid-19 Virus identificado;Total;De 65 a 69 años;270
Castilla-La Mancha;Covid-19 Virus identificado;Total;De 70 a 74 años;402
Castilla-La Mancha;Covid-19 Virus identificado;Total;De 75 a 79 años;597
Castilla-La Mancha;Covid-19 Virus identificado;Total;De 80 a 84 años;794
Castilla-La Mancha;Covid-19 Virus identificado;Total;De 85 a 89 años;1.191
Castilla-La Mancha;Covid-19 Virus identificado;Total;De 90 a 94 años;862
Castilla-La Mancha;Covid-19 Virus identificado;Total;95 y más años;321
Castilla-La Mancha;Covid-19 Virus identificado;Hombres;Total;2.658
Castilla-La Mancha;Covid-19 Virus identificado;Hombres;De 0 a 49 años;36
Castilla-La Mancha;Covid-19 Virus identificado;Hombres;De 50 a 54 años;42
Castilla-La Mancha;Covid-19 Virus identificado;Hombres;De 55 a 59 años;50
Castilla-La Mancha;Covid-19 Virus identificado;Hombres;De 60 a 64 años;128
Castilla-La Mancha;Covid-19 Virus identificado;Hombres;De 65 a 69 años;185
Castilla-La Mancha;Covid-19 Virus identificado;Hombres;De 70 a 74 años;278
Castilla-La Mancha;Covid-19 Virus identificado;Hombres;De 75 a 79 años;384
Castilla-La Mancha;Covid-19 Virus identificado;Hombres;De 80 a 84 años;437
Castilla-La Mancha;Covid-19 Virus identificado;Hombres;De 85 a 89 años;603
Castilla-La Mancha;Covid-19 Virus identificado;Hombres;De 90 a 94 años;390
Castilla-La Mancha;Covid-19 Virus identificado;Hombres;95 y más años;125
Castilla-La Mancha;Covid-19 Virus identificado;Mujeres;Total;2.159
Castilla-La Mancha;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;24
Castilla-La Mancha;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;13
Castilla-La Mancha;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;33
Castilla-La Mancha;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;54
Castilla-La Mancha;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;85
Castilla-La Mancha;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;124
Castilla-La Mancha;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;213
Castilla-La Mancha;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;357
Castilla-La Mancha;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;588
Castilla-La Mancha;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;472
Castilla-La Mancha;Covid-19 Virus identificado;Mujeres;95 y más años;196
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Total;Total;1.683
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;11
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;13
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;18
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;36
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;44
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;77
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;137
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;266
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;450
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;429
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;202
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Hombres;Total;795
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;6
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;9
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;12
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;24
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;33
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;54
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Hombres;De 75 a 79 años;86
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Hombres;De 80 a 84 años;137
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Hombres;De 85 a 89 años;198
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Hombres;De 90 a 94 años;165
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Hombres;95 y más años;71
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;888
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Mujeres;De 0 a 49 años;5
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Mujeres;De 50 a 54 años;4
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Mujeres;De 55 a 59 años;6
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Mujeres;De 60 a 64 años;12
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Mujeres;De 65 a 69 años;11
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Mujeres;De 70 a 74 años;23
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Mujeres;De 75 a 79 años;51
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Mujeres;De 80 a 84 años;129
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Mujeres;De 85 a 89 años;252
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Mujeres;De 90 a 94 años;264
Castilla-La Mancha;Covid-19 Virus no identificado (sospechoso);Mujeres;95 y más años;131
Castilla-La Mancha;Otras causas;Total;Total;19.740
Castilla-La Mancha;Otras causas;Total;De 0 a 49 años;604
Castilla-La Mancha;Otras causas;Total;De 50 a 54 años;400
Castilla-La Mancha;Otras causas;Total;De 55 a 59 años;567
Castilla-La Mancha;Otras causas;Total;De 60 a 64 años;759
Castilla-La Mancha;Otras causas;Total;De 65 a 69 años;944
Castilla-La Mancha;Otras causas;Total;De 70 a 74 años;1.295
Castilla-La Mancha;Otras causas;Total;De 75 a 79 años;1.782
Castilla-La Mancha;Otras causas;Total;De 80 a 84 años;3.004
Castilla-La Mancha;Otras causas;Total;De 85 a 89 años;4.512
Castilla-La Mancha;Otras causas;Total;De 90 a 94 años;4.041
Castilla-La Mancha;Otras causas;Total;95 y más años;1.832
Castilla-La Mancha;Otras causas;Hombres;Total;9.993
Castilla-La Mancha;Otras causas;Hombres;De 0 a 49 años;408
Castilla-La Mancha;Otras causas;Hombres;De 50 a 54 años;280
Castilla-La Mancha;Otras causas;Hombres;De 55 a 59 años;399
Castilla-La Mancha;Otras causas;Hombres;De 60 a 64 años;525
Castilla-La Mancha;Otras causas;Hombres;De 65 a 69 años;655
Castilla-La Mancha;Otras causas;Hombres;De 70 a 74 años;843
Castilla-La Mancha;Otras causas;Hombres;De 75 a 79 años;1.085
Castilla-La Mancha;Otras causas;Hombres;De 80 a 84 años;1.557
Castilla-La Mancha;Otras causas;Hombres;De 85 a 89 años;2.089
Castilla-La Mancha;Otras causas;Hombres;De 90 a 94 años;1.576
Castilla-La Mancha;Otras causas;Hombres;95 y más años;576
Castilla-La Mancha;Otras causas;Mujeres;Total;9.747
Castilla-La Mancha;Otras causas;Mujeres;De 0 a 49 años;196
Castilla-La Mancha;Otras causas;Mujeres;De 50 a 54 años;120
Castilla-La Mancha;Otras causas;Mujeres;De 55 a 59 años;168
Castilla-La Mancha;Otras causas;Mujeres;De 60 a 64 años;234
Castilla-La Mancha;Otras causas;Mujeres;De 65 a 69 años;289
Castilla-La Mancha;Otras causas;Mujeres;De 70 a 74 años;452
Castilla-La Mancha;Otras causas;Mujeres;De 75 a 79 años;697
Castilla-La Mancha;Otras causas;Mujeres;De 80 a 84 años;1.447
Castilla-La Mancha;Otras causas;Mujeres;De 85 a 89 años;2.423
Castilla-La Mancha;Otras causas;Mujeres;De 90 a 94 años;2.465
Castilla-La Mancha;Otras causas;Mujeres;95 y más años;1.256
Cataluña;Total;Total;Total;79.780
Cataluña;Total;Total;De 0 a 49 años;2.581
Cataluña;Total;Total;De 50 a 54 años;1.644
Cataluña;Total;Total;De 55 a 59 años;2.365
Cataluña;Total;Total;De 60 a 64 años;3.351
Cataluña;Total;Total;De 65 a 69 años;4.312
Cataluña;Total;Total;De 70 a 74 años;6.168
Cataluña;Total;Total;De 75 a 79 años;8.366
Cataluña;Total;Total;De 80 a 84 años;11.767
Cataluña;Total;Total;De 85 a 89 años;17.330
Cataluña;Total;Total;De 90 a 94 años;14.513
Cataluña;Total;Total;95 y más años;7.383
Cataluña;Total;Hombres;Total;39.846
Cataluña;Total;Hombres;De 0 a 49 años;1.659
Cataluña;Total;Hombres;De 50 a 54 años;1.077
Cataluña;Total;Hombres;De 55 a 59 años;1.532
Cataluña;Total;Hombres;De 60 a 64 años;2.294
Cataluña;Total;Hombres;De 65 a 69 años;2.916
Cataluña;Total;Hombres;De 70 a 74 años;4.017
Cataluña;Total;Hombres;De 75 a 79 años;5.158
Cataluña;Total;Hombres;De 80 a 84 años;6.286
Cataluña;Total;Hombres;De 85 a 89 años;7.833
Cataluña;Total;Hombres;De 90 a 94 años;5.214
Cataluña;Total;Hombres;95 y más años;1.860
Cataluña;Total;Mujeres;Total;39.934
Cataluña;Total;Mujeres;De 0 a 49 años;922
Cataluña;Total;Mujeres;De 50 a 54 años;567
Cataluña;Total;Mujeres;De 55 a 59 años;833
Cataluña;Total;Mujeres;De 60 a 64 años;1.057
Cataluña;Total;Mujeres;De 65 a 69 años;1.396
Cataluña;Total;Mujeres;De 70 a 74 años;2.151
Cataluña;Total;Mujeres;De 75 a 79 años;3.208
Cataluña;Total;Mujeres;De 80 a 84 años;5.481
Cataluña;Total;Mujeres;De 85 a 89 años;9.497
Cataluña;Total;Mujeres;De 90 a 94 años;9.299
Cataluña;Total;Mujeres;95 y más años;5.523
Cataluña;Covid-19 Virus identificado;Total;Total;12.871
Cataluña;Covid-19 Virus identificado;Total;De 0 a 49 años;130
Cataluña;Covid-19 Virus identificado;Total;De 50 a 54 años;139
Cataluña;Covid-19 Virus identificado;Total;De 55 a 59 años;237
Cataluña;Covid-19 Virus identificado;Total;De 60 a 64 años;396
Cataluña;Covid-19 Virus identificado;Total;De 65 a 69 años;656
Cataluña;Covid-19 Virus identificado;Total;De 70 a 74 años;1.025
Cataluña;Covid-19 Virus identificado;Total;De 75 a 79 años;1.582
Cataluña;Covid-19 Virus identificado;Total;De 80 a 84 años;2.249
Cataluña;Covid-19 Virus identificado;Total;De 85 a 89 años;3.073
Cataluña;Covid-19 Virus identificado;Total;De 90 a 94 años;2.353
Cataluña;Covid-19 Virus identificado;Total;95 y más años;1.031
Cataluña;Covid-19 Virus identificado;Hombres;Total;6.617
Cataluña;Covid-19 Virus identificado;Hombres;De 0 a 49 años;80
Cataluña;Covid-19 Virus identificado;Hombres;De 50 a 54 años;96
Cataluña;Covid-19 Virus identificado;Hombres;De 55 a 59 años;155
Cataluña;Covid-19 Virus identificado;Hombres;De 60 a 64 años;301
Cataluña;Covid-19 Virus identificado;Hombres;De 65 a 69 años;449
Cataluña;Covid-19 Virus identificado;Hombres;De 70 a 74 años;684
Cataluña;Covid-19 Virus identificado;Hombres;De 75 a 79 años;996
Cataluña;Covid-19 Virus identificado;Hombres;De 80 a 84 años;1.284
Cataluña;Covid-19 Virus identificado;Hombres;De 85 a 89 años;1.457
Cataluña;Covid-19 Virus identificado;Hombres;De 90 a 94 años;867
Cataluña;Covid-19 Virus identificado;Hombres;95 y más años;248
Cataluña;Covid-19 Virus identificado;Mujeres;Total;6.254
Cataluña;Covid-19 Virus identificado;Mujeres;De 0 a 49 años;50
Cataluña;Covid-19 Virus identificado;Mujeres;De 50 a 54 años;43
Cataluña;Covid-19 Virus identificado;Mujeres;De 55 a 59 años;82
Cataluña;Covid-19 Virus identificado;Mujeres;De 60 a 64 años;95
Cataluña;Covid-19 Virus identificado;Mujeres;De 65 a 69 años;207
Cataluña;Covid-19 Virus identificado;Mujeres;De 70 a 74 años;341
Cataluña;Covid-19 Virus identificado;Mujeres;De 75 a 79 años;586
Cataluña;Covid-19 Virus identificado;Mujeres;De 80 a 84 años;965
Cataluña;Covid-19 Virus identificado;Mujeres;De 85 a 89 años;1.616
Cataluña;Covid-19 Virus identificado;Mujeres;De 90 a 94 años;1.486
Cataluña;Covid-19 Virus identificado;Mujeres;95 y más años;783
Cataluña;Covid-19 Virus no identificado (sospechoso);Total;Total;3.013
Cataluña;Covid-19 Virus no identificado (sospechoso);Total;De 0 a 49 años;29
Cataluña;Covid-19 Virus no identificado (sospechoso);Total;De 50 a 54 años;27
Cataluña;Covid-19 Virus no identificado (sospechoso);Total;De 55 a 59 años;37
Cataluña;Covid-19 Virus no identificado (sospechoso);Total;De 60 a 64 años;47
Cataluña;Covid-19 Virus no identificado (sospechoso);Total;De 65 a 69 años;65
Cataluña;Covid-19 Virus no identificado (sospechoso);Total;De 70 a 74 años;126
Cataluña;Covid-19 Virus no identificado (sospechoso);Total;De 75 a 79 años;259
Cataluña;Covid-19 Virus no identificado (sospechoso);Total;De 80 a 84 años;447
Cataluña;Covid-19 Virus no identificado (sospechoso);Total;De 85 a 89 años;821
Cataluña;Covid-19 Virus no identificado (sospechoso);Total;De 90 a 94 años;733
Cataluña;Covid-19 Virus no identificado (sospechoso);Total;95 y más años;422
Cataluña;Covid-19 Virus no identificado (sospechoso);Hombres;Total;1.293
Cataluña;Covid-19 Virus no identificado (sospechoso);Hombres;De 0 a 49 años;24
Cataluña;Covid-19 Virus no identificado (sospechoso);Hombres;De 50 a 54 años;23
Cataluña;Covid-19 Virus no identificado (sospechoso);Hombres;De 55 a 59 años;24
Cataluña;Covid-19 Virus no identificado (sospechoso);Hombres;De 60 a 64 años;37
Cataluña;Covid-19 Virus no identificado (sospechoso);Hombres;De 65 a 69 años;38
Cataluña;Covid-19 Virus no identificado (sospechoso);Hombres;De 70 a 74 años;71
Cataluña;Covid-19 Virus no identificado (sospechoso);Hombres;De 75 a 79 años;155
Cataluña;Covid-19 Virus no identificado (sospechoso);Hombres;De 80 a 84 años;243
Cataluña;Covid-19 Virus no identificado (sospechoso);Hombres;De 85 a 89 años;333
Cataluña;Covid-19 Virus no identificado (sospechoso);Hombres;De 90 a 94 años;250
Cataluña;Covid-19 Virus no identificado (sospechoso);Hombres;95 y más años;95
Cataluña;Covid-19 Virus no identificado (sospechoso);Mujeres;Total;1.720
Cataluña;Covid-19 Virus no identificado (sospechoso);Mujeres;De 0 a 49 años;5
Cataluña;Covid-19 Virus no identificado (sospechoso);Mujeres;De 50 a 54 años;4
Cataluña;Covid-19 Virus no identificado (sospechoso);Mujeres;De 55 a 59 años;13
Cataluña;Covid-19 Virus no identificado (sospechoso);Mujeres;De 60 a 64 años;10
